#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABF4	EM1	3702.Q9M7Q2	3702.Q07187	0	0	0	0	0	0.051	0.050	0.653	0.659
ABF4	RD22	3702.Q9M7Q2	3702.Q08298	0	0	0	0	0	0	0	0.793	0.793
ABF4	NAC002	3702.Q9M7Q2	3702.Q39013	0	0	0	0	0.057	0	0	0.718	0.722
ABF4	Atmyb2	3702.Q9M7Q2	3702.Q39028	0	0	0	0	0.070	0	0	0.740	0.748
ABF4	SRK2D	3702.Q9M7Q2	3702.Q39192	0	0	0	0	0.050	0.230	0.650	0.929	0.979
ABF4	SRK2I	3702.Q9M7Q2	3702.Q39193	0	0	0	0	0.056	0	0.650	0.807	0.930
ABF4	MYC2	3702.Q9M7Q2	3702.Q39204	0	0	0	0	0.042	0	0	0.549	0.549
ABF4	COR15A	3702.Q9M7Q2	3702.Q42512	0	0	0	0	0	0	0	0.717	0.717
ABF4	NAC102	3702.Q9M7Q2	3702.Q8H115	0	0	0	0	0.048	0	0	0.400	0.404
ABF4	NAC072	3702.Q9M7Q2	3702.Q93VY3	0	0	0	0	0.140	0	0	0.792	0.813
ABF4	SRK2E	3702.Q9M7Q2	3702.Q940H6	0	0	0	0	0.050	0	0.650	0.796	0.926
ABF4	ACT2	3702.Q9M7Q2	3702.Q96292	0	0	0	0	0	0	0	0.439	0.439
ABF4	WRKY18	3702.Q9M7Q2	3702.Q9C5T4	0	0	0	0	0	0	0	0.514	0.514
ABF4	WRKY63	3702.Q9M7Q2	3702.Q9C6H5	0	0	0	0	0	0	0	0.716	0.716
ABF4	NAC019	3702.Q9M7Q2	3702.Q9C932	0	0	0	0	0.091	0	0	0.719	0.733
ABF4	BZIP8	3702.Q9M7Q2	3702.Q9CA46	0	0	0	0	0	0	0	0.899	0.899
ABF4	HAB1	3702.Q9M7Q2	3702.Q9CAJ0	0	0	0	0	0.073	0	0	0.785	0.792
ABF4	NAC032	3702.Q9M7Q2	3702.Q9CAR0	0	0	0	0	0.060	0	0	0.477	0.487
ABF4	MYB44	3702.Q9M7Q2	3702.Q9FDW1	0	0	0	0	0.076	0	0	0.432	0.453
ABF4	ZEP	3702.Q9M7Q2	3702.Q9FGC7	0	0	0	0	0.070	0	0	0.575	0.587
ABF4	SAG113	3702.Q9M7Q2	3702.Q9FIF5	0	0	0	0	0.054	0	0	0.716	0.719
ABF4	KEG	3702.Q9M7Q2	3702.Q9FY48	0	0	0	0	0.045	0.053	0.047	0.400	0.413
ABF4	CIPK24	3702.Q9M7Q2	3702.Q9LDI3	0	0	0	0	0.053	0	0	0.547	0.553
ABF4	NAC055	3702.Q9M7Q2	3702.Q9LDY8	0	0	0	0	0.091	0	0	0.739	0.752
ABF4	NHX7	3702.Q9M7Q2	3702.Q9LKW9	0	0	0	0	0	0	0	0.400	0.400
ABF4	AIP1	3702.Q9M7Q2	3702.Q9LNW3	0	0	0	0	0.050	0	0	0.599	0.602
ABF4	NCED3	3702.Q9M7Q2	3702.Q9LRR7	0	0	0	0	0.063	0	0	0.792	0.796
ABF4	NAC096	3702.Q9M7Q2	3702.Q9LS24	0	0	0	0	0	0	0	0.993	0.993
ABF4	DREB1A	3702.Q9M7Q2	3702.Q9M0L0	0	0	0	0	0.080	0.230	0	0.944	0.956
ABF4	SDIR1	3702.Q9M7Q2	3702.Q9M2S6	0	0	0	0	0.042	0	0	0.680	0.680
ABF4	DRIP1	3702.Q9M7Q2	3702.Q9M9Y4	0	0	0	0	0	0	0	0.433	0.433
ABF4	ABI5	3702.Q9M7Q2	3702.Q9SJN0	0	0	0.143	0.732	0	0.166	0	0.274	0.435
ABF4	DREB1C	3702.Q9M7Q2	3702.Q9SYS6	0	0	0	0	0.080	0	0	0.431	0.454
ABF4	WRKY40	3702.Q9M7Q2	3702.Q9SAH7	0	0	0	0	0	0	0	0.540	0.540
ABI1	ABI2	3702.P49597	3702.O04719	0	0	0.053	0.974	0.414	0	0	0.390	0.632
ABI1	PXG3	3702.P49597	3702.O22788	0	0	0	0	0.095	0.050	0	0.572	0.600
ABI1	GPX6	3702.P49597	3702.O48646	0	0	0	0	0.102	0	0	0.403	0.441
ABI1	PYR1	3702.P49597	3702.O49686	0	0	0	0	0	0.832	0.650	0.996	0.999
ABI1	CBL4	3702.P49597	3702.O81223	0	0	0	0	0	0.079	0.050	0.777	0.787
ABI1	DREB2A	3702.P49597	3702.O82132	0	0	0	0	0.130	0	0	0.785	0.805
ABI1	CAM1	3702.P49597	3702.P0DH95	0	0	0	0	0.042	0.079	0.070	0.650	0.674
ABI1	CAM2	3702.P49597	3702.P0DH97	0	0	0	0	0	0.079	0.070	0.635	0.660
ABI1	CML10	3702.P49597	3702.P30187	0	0	0	0	0	0.079	0.070	0.656	0.679
ABI1	COR47	3702.P49597	3702.P31168	0	0	0	0	0.094	0	0	0.720	0.735
ABI1	ERD10	3702.P49597	3702.P42759	0	0	0	0	0.069	0	0	0.572	0.584
ABI1	ATHB-6	3702.P49597	3702.P46668	0	0	0	0	0.079	0.292	0	0.902	0.930
ABI1	ATHB-7	3702.P49597	3702.P46897	0	0	0	0	0.211	0	0	0.480	0.572
ABI1	AP2	3702.P49597	3702.P47927	0	0	0	0	0	0	0	0.775	0.775
ABI1	SDIR1	3702.P49597	3702.Q9M2S6	0	0	0	0	0	0	0	0.400	0.400
ABI1	HDA6	3702.P49597	3702.Q9FML2	0	0	0	0	0	0.049	0	0.397	0.402
ABI1	APX3	3702.P49597	3702.Q42564	0	0	0	0	0.051	0.052	0	0.400	0.413
ABI1	NHX7	3702.P49597	3702.Q9LKW9	0	0	0	0	0	0	0	0.433	0.433
ABI1	DREB1C	3702.P49597	3702.Q9SYS6	0	0	0	0	0.045	0	0	0.431	0.433
ABI1	SAG113	3702.P49597	3702.Q9FIF5	0	0	0.114	0.848	0.190	0.230	0	0.150	0.467
ABI1	WRKY40	3702.P49597	3702.Q9SAH7	0	0	0	0	0.054	0	0	0.470	0.477
ABI1	DPBF3	3702.P49597	3702.Q9LES3	0	0	0	0	0	0	0	0.485	0.485
ABI1	WRKY18	3702.P49597	3702.Q9C5T4	0	0	0	0	0	0	0	0.493	0.493
ABI1	HSP70-4	3702.P49597	3702.Q9LHA8	0	0	0	0	0.071	0.057	0	0.495	0.519
ABI1	MYB96	3702.P49597	3702.Q24JK1	0	0	0	0	0.062	0	0	0.513	0.523
ABI1	NAC019	3702.P49597	3702.Q9C932	0	0	0	0	0.326	0	0	0.330	0.529
ABI1	SCRM	3702.P49597	3702.Q9LSE2	0	0	0	0	0	0	0	0.541	0.541
ABI1	EM1	3702.P49597	3702.Q07187	0	0	0	0	0	0.059	0	0.549	0.557
ABI1	ACT7	3702.P49597	3702.P53492	0	0	0	0	0	0.109	0	0.546	0.578
ABI1	NAC002	3702.P49597	3702.Q39013	0	0	0	0	0.139	0	0	0.540	0.587
ABI1	WRKY63	3702.P49597	3702.Q9C6H5	0	0	0	0	0	0	0	0.599	0.599
ABI1	ACT2	3702.P49597	3702.Q96292	0	0	0	0	0	0.109	0	0.599	0.627
ABI1	P5CSA	3702.P49597	3702.P54887	0.112	0	0	0	0.054	0.151	0	0.572	0.653
ABI1	MYB44	3702.P49597	3702.Q9FDW1	0	0	0	0	0.056	0	0	0.659	0.664
ABI1	CAM7	3702.P49597	3702.P59220	0	0	0	0	0	0.079	0.070	0.640	0.664
ABI1	EM6	3702.P49597	3702.Q02973	0	0	0	0	0	0.059	0	0.664	0.670
ABI1	KEG	3702.P49597	3702.Q9FY48	0	0	0	0	0	0.135	0	0.639	0.674
ABI1	CP1	3702.P49597	3702.Q9FDX6	0	0	0	0	0	0.079	0.070	0.652	0.675
ABI1	CAM6	3702.P49597	3702.Q03509	0	0	0	0	0	0.079	0.070	0.652	0.675
ABI1	Atmyb2	3702.P49597	3702.Q39028	0	0	0	0	0.071	0	0	0.695	0.704
ABI1	DREB1A	3702.P49597	3702.Q9M0L0	0	0	0	0	0.079	0	0	0.718	0.729
ABI1	COR15A	3702.P49597	3702.Q42512	0	0	0	0	0.081	0	0	0.718	0.729
ABI1	MYC2	3702.P49597	3702.Q39204	0	0	0	0	0.078	0	0	0.739	0.749
ABI1	NAC072	3702.P49597	3702.Q93VY3	0	0	0	0	0.305	0	0	0.720	0.797
ABI1	RD22	3702.P49597	3702.Q08298	0	0	0	0	0.044	0.076	0	0.792	0.800
ABI1	NCED3	3702.P49597	3702.Q9LRR7	0	0	0	0	0.159	0	0	0.830	0.851
ABI1	BZIP8	3702.P49597	3702.Q9CA46	0	0	0	0	0	0	0	0.893	0.893
ABI1	LTI65	3702.P49597	3702.Q04980	0	0	0	0	0.062	0	0	0.893	0.895
ABI1	RD29A	3702.P49597	3702.Q06738	0	0	0	0	0.106	0	0	0.890	0.897
ABI1	ABI3	3702.P49597	3702.Q01593	0	0	0	0	0	0	0	0.898	0.898
ABI1	CIPK24	3702.P49597	3702.Q9LDI3	0	0	0	0	0	0.342	0.089	0.851	0.902
ABI1	ZEP	3702.P49597	3702.Q9FGC7	0	0	0	0	0.046	0.048	0	0.934	0.935
ABI1	ABI5	3702.P49597	3702.Q9SJN0	0	0	0	0	0.046	0.230	0	0.926	0.940
ABI1	SRK2I	3702.P49597	3702.Q39193	0	0	0	0	0.045	0.746	0.667	0.970	0.997
ABI1	SRK2D	3702.P49597	3702.Q39192	0	0	0	0	0.059	0.816	0.667	0.982	0.998
ABI1	SRK2E	3702.P49597	3702.Q940H6	0	0	0	0	0	0.882	0.667	0.987	0.999
ABI2	AIP1	3702.O04719	3702.Q9LNW3	0	0	0.109	0.859	0.305	0	0	0.136	0.418
ABI2	PP2CA	3702.O04719	3702.P49598	0	0	0.100	0.877	0.307	0	0	0.146	0.421
ABI2	SAG113	3702.O04719	3702.Q9FIF5	0	0	0.114	0.850	0.305	0	0	0.148	0.429
ABI2	HDA6	3702.O04719	3702.Q9FML2	0	0	0	0	0	0.049	0	0.436	0.440
ABI2	GPX6	3702.O04719	3702.O48646	0	0	0	0	0.069	0	0	0.431	0.448
ABI2	HAB1	3702.O04719	3702.Q9CAJ0	0	0	0.074	0.930	0.396	0	0	0.103	0.455
ABI2	NAC019	3702.O04719	3702.Q9C932	0	0	0	0	0.134	0	0	0.405	0.463
ABI2	WRKY63	3702.O04719	3702.Q9C6H5	0	0	0	0	0	0	0	0.471	0.471
ABI2	ACT7	3702.O04719	3702.P53492	0	0	0	0	0	0.109	0	0.432	0.472
ABI2	HSP70-4	3702.O04719	3702.Q9LHA8	0	0	0	0	0.073	0.057	0	0.444	0.472
ABI2	NAC002	3702.O04719	3702.Q39013	0	0	0	0	0.142	0	0	0.431	0.490
ABI2	PXG3	3702.O04719	3702.O22788	0	0	0	0	0.152	0.050	0	0.436	0.506
ABI2	ACT2	3702.O04719	3702.Q96292	0	0	0	0	0	0.109	0	0.485	0.522
ABI2	KEG	3702.O04719	3702.Q9FY48	0	0	0	0	0	0.135	0	0.483	0.534
ABI2	MYB44	3702.O04719	3702.Q9FDW1	0	0	0	0	0	0	0	0.541	0.541
ABI2	P5CSA	3702.O04719	3702.P54887	0.112	0	0	0	0.079	0.151	0	0.431	0.552
ABI2	ATHB-6	3702.O04719	3702.P46668	0	0	0	0	0.045	0	0	0.572	0.573
ABI2	NHX7	3702.O04719	3702.Q9LKW9	0	0	0	0	0	0	0	0.574	0.574
ABI2	COR47	3702.O04719	3702.P31168	0	0	0	0	0.050	0	0	0.572	0.576
ABI2	EM1	3702.O04719	3702.Q07187	0	0	0	0	0	0.059	0	0.599	0.606
ABI2	EM6	3702.O04719	3702.Q02973	0	0	0	0	0	0.059	0	0.600	0.607
ABI2	Atmyb2	3702.O04719	3702.Q39028	0	0	0	0	0.062	0	0	0.600	0.608
ABI2	COR15A	3702.O04719	3702.Q42512	0	0	0	0	0.103	0	0	0.599	0.624
ABI2	CAM2	3702.O04719	3702.P0DH97	0	0	0	0	0	0.079	0.070	0.600	0.627
ABI2	CAM1	3702.O04719	3702.P0DH95	0	0	0	0	0	0.079	0.070	0.600	0.627
ABI2	ATHB-7	3702.O04719	3702.P46897	0	0	0	0	0.250	0	0	0.542	0.641
ABI2	DREB1A	3702.O04719	3702.Q9M0L0	0	0	0	0	0.055	0	0	0.650	0.655
ABI2	CAM7	3702.O04719	3702.P59220	0	0	0	0	0	0.079	0.070	0.631	0.656
ABI2	CAM6	3702.O04719	3702.Q03509	0	0	0	0	0	0.079	0.070	0.636	0.660
ABI2	CML10	3702.O04719	3702.P30187	0	0	0	0	0	0.079	0.070	0.638	0.662
ABI2	CP1	3702.O04719	3702.Q9FDX6	0	0	0	0	0	0.079	0.070	0.639	0.663
ABI2	MYC2	3702.O04719	3702.Q39204	0	0	0	0	0.045	0	0	0.717	0.718
ABI2	NAC072	3702.O04719	3702.Q93VY3	0	0	0	0	0.142	0	0	0.695	0.727
ABI2	AP2	3702.O04719	3702.P47927	0	0	0	0	0	0	0	0.738	0.738
ABI2	RD22	3702.O04719	3702.Q08298	0	0	0	0	0.045	0.076	0	0.738	0.748
ABI2	CBL4	3702.O04719	3702.O81223	0	0	0	0	0	0.079	0.050	0.760	0.771
ABI2	DREB2A	3702.O04719	3702.O82132	0	0	0	0	0.111	0	0	0.757	0.774
ABI2	RD29A	3702.O04719	3702.Q06738	0	0	0	0	0.107	0	0	0.795	0.809
ABI2	LTI65	3702.O04719	3702.Q04980	0	0	0	0	0.148	0	0	0.796	0.818
ABI2	NCED3	3702.O04719	3702.Q9LRR7	0	0	0	0	0.177	0	0	0.801	0.829
ABI2	BZIP8	3702.O04719	3702.Q9CA46	0	0	0	0	0	0	0	0.867	0.867
ABI2	ZEP	3702.O04719	3702.Q9FGC7	0	0	0	0	0.062	0.048	0	0.879	0.883
ABI2	ABI3	3702.O04719	3702.Q01593	0	0	0	0	0	0	0	0.892	0.892
ABI2	ABI5	3702.O04719	3702.Q9SJN0	0	0	0	0	0.103	0	0	0.900	0.906
ABI2	CIPK24	3702.O04719	3702.Q9LDI3	0	0	0	0	0	0.342	0.089	0.974	0.983
ABI2	SRK2I	3702.O04719	3702.Q39193	0	0	0	0	0	0.645	0.667	0.939	0.992
ABI2	SRK2D	3702.O04719	3702.Q39192	0	0	0	0	0	0.645	0.667	0.954	0.994
ABI2	PYR1	3702.O04719	3702.O49686	0	0	0	0	0	0.651	0.650	0.994	0.999
ABI2	SRK2E	3702.O04719	3702.Q940H6	0	0	0	0	0	0.846	0.667	0.984	0.999
ABI3	NAC098	3702.Q01593	3702.O04017	0	0	0	0	0.044	0	0	0.540	0.541
ABI3	PYR1	3702.Q01593	3702.O49686	0	0	0	0	0	0	0	0.783	0.783
ABI3	DREB2A	3702.Q01593	3702.O82132	0	0	0	0	0	0	0	0.600	0.600
ABI3	COR47	3702.Q01593	3702.P31168	0	0	0	0	0	0	0	0.400	0.400
ABI3	ATHB-6	3702.Q01593	3702.P46668	0	0	0	0	0	0	0	0.432	0.432
ABI3	AP2	3702.Q01593	3702.P47927	0	0	0	0	0	0	0	0.888	0.888
ABI3	PP2CA	3702.Q01593	3702.P49598	0	0	0	0	0	0	0	0.719	0.719
ABI3	ACT7	3702.Q01593	3702.P53492	0	0	0	0	0	0	0	0.540	0.540
ABI3	HTR4	3702.Q01593	3702.P59169	0	0	0	0	0	0	0	0.657	0.657
ABI3	HTR2	3702.Q01593	3702.P59226	0	0	0	0	0	0	0	0.657	0.657
ABI3	ARF7	3702.Q01593	3702.P93022	0	0	0	0	0	0	0	0.431	0.431
ABI3	DRIP1	3702.Q01593	3702.Q9M9Y4	0	0	0	0	0	0	0	0.400	0.400
ABI3	AIP1	3702.Q01593	3702.Q9LNW3	0	0	0	0	0	0	0	0.433	0.433
ABI3	WRKY18	3702.Q01593	3702.Q9C5T4	0	0	0	0	0	0	0	0.433	0.433
ABI3	NAC002	3702.Q01593	3702.Q39013	0	0	0	0	0	0	0	0.434	0.434
ABI3	DREB1A	3702.Q01593	3702.Q9M0L0	0	0	0	0	0	0	0	0.438	0.438
ABI3	COR15A	3702.Q01593	3702.Q42512	0	0	0	0	0	0	0	0.458	0.457
ABI3	WRKY40	3702.Q01593	3702.Q9SAH7	0	0	0	0	0	0	0	0.484	0.483
ABI3	SAG113	3702.Q01593	3702.Q9FIF5	0	0	0	0	0	0	0	0.484	0.483
ABI3	MYC2	3702.Q01593	3702.Q39204	0	0	0	0	0	0	0	0.540	0.540
ABI3	RHA2A	3702.Q01593	3702.Q9ZT50	0	0	0	0	0	0	0	0.541	0.541
ABI3	SCRM	3702.Q01593	3702.Q9LSE2	0	0	0	0	0	0	0	0.542	0.542
ABI3	DPBF3	3702.Q01593	3702.Q9LES3	0	0	0	0	0	0	0	0.550	0.550
ABI3	HDA9	3702.Q01593	3702.Q8H0W2	0	0	0	0	0	0	0	0.571	0.571
ABI3	LHP1	3702.Q01593	3702.Q946J8	0	0	0	0	0	0	0	0.590	0.590
ABI3	ACT2	3702.Q01593	3702.Q96292	0	0	0	0	0	0	0	0.598	0.598
ABI3	SDIR1	3702.Q01593	3702.Q9M2S6	0	0	0	0	0	0	0	0.630	0.630
ABI3	HDA6	3702.Q01593	3702.Q9FML2	0	0	0	0	0	0	0	0.639	0.639
ABI3	RD22	3702.Q01593	3702.Q08298	0	0	0	0	0	0	0	0.651	0.651
ABI3	HTR12	3702.Q01593	3702.Q8RVQ9	0	0	0	0	0	0	0	0.657	0.657
ABI3	MGH3	3702.Q01593	3702.Q9FXI7	0	0	0	0	0	0	0	0.661	0.661
ABI3	T6J4.12	3702.Q01593	3702.Q9FX60	0	0	0	0	0	0	0	0.663	0.663
ABI3	HTR11	3702.Q01593	3702.Q9FKQ3	0	0	0	0	0	0	0	0.663	0.663
ABI3	F10A5.19	3702.Q01593	3702.Q9LR02	0	0	0	0	0	0	0	0.664	0.664
ABI3	T24H18.80	3702.Q01593	3702.Q9LXU8	0	0	0	0	0	0	0	0.665	0.665
ABI3	MYB96	3702.Q01593	3702.Q24JK1	0	0	0	0	0	0	0	0.718	0.718
ABI3	HAB1	3702.Q01593	3702.Q9CAJ0	0	0	0	0	0	0	0	0.740	0.740
ABI3	SRK2E	3702.Q01593	3702.Q940H6	0	0	0	0	0	0	0	0.759	0.759
ABI3	SRK2I	3702.Q01593	3702.Q39193	0	0	0	0	0	0	0	0.773	0.773
ABI3	SRK2D	3702.Q01593	3702.Q39192	0	0	0	0	0	0	0	0.784	0.784
ABI3	KEG	3702.Q01593	3702.Q9FY48	0	0	0	0	0	0	0	0.784	0.784
ABI3	RD29A	3702.Q01593	3702.Q06738	0	0	0	0	0	0	0	0.785	0.785
ABI3	NCED3	3702.Q01593	3702.Q9LRR7	0	0	0	0	0	0	0	0.790	0.790
ABI3	HSFA9	3702.Q01593	3702.Q9LVW2	0	0	0	0	0.058	0	0	0.791	0.794
ABI3	ZEP	3702.Q01593	3702.Q9FGC7	0	0	0	0	0	0	0	0.796	0.796
ABI3	LTI65	3702.Q01593	3702.Q04980	0	0	0	0	0.072	0	0	0.792	0.798
ABI3	EM1	3702.Q01593	3702.Q07187	0	0	0	0	0.112	0	0	0.795	0.810
ABI3	EM6	3702.Q01593	3702.Q02973	0	0	0	0	0.091	0	0	0.850	0.857
ABI3	BZIP8	3702.Q01593	3702.Q9CA46	0	0	0	0	0	0	0	0.927	0.927
ABI3	ABI5	3702.Q01593	3702.Q9SJN0	0	0	0	0	0.060	0.450	0	0.990	0.994
ABI5	PXG3	3702.Q9SJN0	3702.O22788	0	0	0	0	0	0.230	0	0.571	0.655
ABI5	PYR1	3702.Q9SJN0	3702.O49686	0	0	0	0	0	0	0	0.885	0.885
ABI5	CBL4	3702.Q9SJN0	3702.O81223	0	0	0	0	0.046	0	0	0.406	0.409
ABI5	DREB2A	3702.Q9SJN0	3702.O82132	0	0	0	0	0.062	0	0.047	0.790	0.795
ABI5	COR47	3702.Q9SJN0	3702.P31168	0	0	0	0	0	0	0	0.758	0.758
ABI5	ATHB-6	3702.Q9SJN0	3702.P46668	0	0	0	0	0	0	0	0.544	0.544
ABI5	AP2	3702.Q9SJN0	3702.P47927	0	0	0	0	0	0	0	0.792	0.792
ABI5	PP2CA	3702.Q9SJN0	3702.P49598	0	0	0	0	0	0.474	0	0.797	0.889
ABI5	ACT7	3702.Q9SJN0	3702.P53492	0	0	0	0	0	0	0	0.637	0.637
ABI5	P5CSA	3702.Q9SJN0	3702.P54887	0	0	0	0	0	0	0	0.492	0.492
ABI5	SUMO1	3702.Q9SJN0	3702.P55852	0	0	0	0	0	0.422	0	0.513	0.706
ABI5	HTR4	3702.Q9SJN0	3702.P59169	0	0	0	0	0.050	0	0	0.400	0.405
ABI5	HTR2	3702.Q9SJN0	3702.P59226	0	0	0	0	0.050	0	0	0.395	0.400
ABI5	EM6	3702.Q9SJN0	3702.Q02973	0	0	0	0	0.071	0.051	0.050	0.896	0.901
ABI5	LTI65	3702.Q9SJN0	3702.Q04980	0	0	0	0	0.068	0	0	0.854	0.858
ABI5	RD29A	3702.Q9SJN0	3702.Q06738	0	0	0	0	0.072	0	0	0.889	0.892
ABI5	EM1	3702.Q9SJN0	3702.Q07187	0	0	0	0	0.079	0.051	0.050	0.825	0.835
ABI5	RD22	3702.Q9SJN0	3702.Q08298	0	0	0	0	0	0	0	0.793	0.793
ABI5	MYB96	3702.Q9SJN0	3702.Q24JK1	0	0	0	0	0.064	0	0	0.598	0.607
ABI5	NAC002	3702.Q9SJN0	3702.Q39013	0	0	0	0	0.046	0	0	0.548	0.550
ABI5	Atmyb2	3702.Q9SJN0	3702.Q39028	0	0	0	0	0.093	0	0	0.719	0.734
ABI5	SRK2D	3702.Q9SJN0	3702.Q39192	0	0	0	0	0.050	0.230	0.650	0.888	0.967
ABI5	SRK2I	3702.Q9SJN0	3702.Q39193	0	0	0	0	0.050	0.230	0.650	0.826	0.949
ABI5	MYC2	3702.Q9SJN0	3702.Q39204	0	0	0	0	0	0	0	0.778	0.778
ABI5	COR15A	3702.Q9SJN0	3702.Q42512	0	0	0	0	0.057	0	0	0.740	0.744
ABI5	SIZ1	3702.Q9SJN0	3702.Q680Q4	0	0	0	0	0	0.292	0	0.784	0.840
ABI5	MED25	3702.Q9SJN0	3702.Q7XYY2	0	0	0	0	0	0.292	0	0.746	0.812
ABI5	HOS1	3702.Q9SJN0	3702.Q84JU6	0	0	0	0	0	0	0	0.492	0.491
ABI5	WRKY33	3702.Q9SJN0	3702.Q8S8P5	0	0	0	0	0	0	0	0.438	0.438
ABI5	NAC072	3702.Q9SJN0	3702.Q93VY3	0	0	0	0	0	0.230	0	0.739	0.790
ABI5	SRK2E	3702.Q9SJN0	3702.Q940H6	0	0	0	0	0.050	0	0.650	0.860	0.949
ABI5	DRIP2	3702.Q9SJN0	3702.Q94AY3	0	0	0	0	0	0	0	0.409	0.408
ABI5	ACT2	3702.Q9SJN0	3702.Q96292	0	0	0	0	0	0	0	0.716	0.716
ABI5	WRKY18	3702.Q9SJN0	3702.Q9C5T4	0	0	0	0	0	0	0	0.784	0.784
ABI5	WRKY63	3702.Q9SJN0	3702.Q9C6H5	0	0	0	0	0	0	0	0.717	0.717
ABI5	NAC019	3702.Q9SJN0	3702.Q9C932	0	0	0	0	0.090	0.230	0	0.491	0.612
ABI5	BZIP8	3702.Q9SJN0	3702.Q9CA46	0	0	0	0	0	0	0	0.926	0.926
ABI5	HAB1	3702.Q9SJN0	3702.Q9CAJ0	0	0	0	0	0	0	0	0.821	0.821
ABI5	MYB44	3702.Q9SJN0	3702.Q9FDW1	0	0	0	0	0.064	0	0	0.514	0.525
ABI5	ZEP	3702.Q9SJN0	3702.Q9FGC7	0	0	0	0	0	0	0	0.802	0.802
ABI5	SAG113	3702.Q9SJN0	3702.Q9FIF5	0	0	0	0	0.048	0.230	0	0.780	0.825
ABI5	HTR11	3702.Q9SJN0	3702.Q9FKQ3	0	0	0	0	0.050	0	0	0.397	0.402
ABI5	SUMO3	3702.Q9SJN0	3702.Q9FLP5	0	0	0	0	0	0	0	0.438	0.438
ABI5	SUMO2	3702.Q9SJN0	3702.Q9FLP6	0	0	0	0	0	0	0	0.482	0.482
ABI5	HDA6	3702.Q9SJN0	3702.Q9FML2	0	0	0	0	0	0	0	0.431	0.431
ABI5	T6J4.12	3702.Q9SJN0	3702.Q9FX60	0	0	0	0	0.050	0	0	0.397	0.402
ABI5	KEG	3702.Q9SJN0	3702.Q9FY48	0	0	0	0	0	0.516	0.047	0.955	0.977
ABI5	CIPK24	3702.Q9SJN0	3702.Q9LDI3	0	0	0	0	0.050	0	0	0.570	0.574
ABI5	NAC055	3702.Q9SJN0	3702.Q9LDY8	0	0	0	0	0.077	0	0	0.409	0.431
ABI5	AIP1	3702.Q9SJN0	3702.Q9LNW3	0	0	0	0	0.096	0	0	0.722	0.738
ABI5	NCED3	3702.Q9SJN0	3702.Q9LRR7	0	0	0	0	0.057	0	0	0.821	0.823
ABI5	SCRM	3702.Q9SJN0	3702.Q9LSE2	0	0	0	0	0.050	0	0	0.842	0.843
ABI5	DREB1A	3702.Q9SJN0	3702.Q9M0L0	0	0	0	0	0.080	0	0	0.735	0.745
ABI5	SDIR1	3702.Q9SJN0	3702.Q9M2S6	0	0	0	0	0	0	0	0.772	0.772
ABI5	DRIP1	3702.Q9SJN0	3702.Q9M9Y4	0	0	0	0	0	0	0	0.541	0.541
ABI5	WRKY40	3702.Q9SJN0	3702.Q9SAH7	0	0	0	0	0	0	0	0.785	0.785
ABI5	F22C12.10	3702.Q9SJN0	3702.Q9SH64	0	0	0	0	0	0	0	0.404	0.404
ABI5	COR15B	3702.Q9SJN0	3702.Q9SIN5	0	0	0	0	0.050	0	0	0.400	0.405
ABI5	RHA2A	3702.Q9SJN0	3702.Q9ZT50	0	0	0	0	0	0	0	0.484	0.483
ABI5	CUL3A	3702.Q9SJN0	3702.Q9ZVH4	0	0	0	0	0	0	0	0.484	0.483
ABI5	DREB1C	3702.Q9SJN0	3702.Q9SYS6	0	0	0	0	0.080	0	0	0.472	0.493
ABI5	RAV1	3702.Q9SJN0	3702.Q9ZWM9	0	0	0	0	0	0	0	0.719	0.719
ACT2	SYD	3702.Q96292	3702.F4IHS2	0	0	0	0	0	0.634	0.259	0.157	0.751
ACT2	SWC2	3702.Q96292	3702.F4IP06	0	0	0	0	0	0.305	0.137	0.096	0.410
ACT2	MBK5.18	3702.Q96292	3702.F4KAT5	0	0	0	0	0.093	0.309	0.059	0.114	0.407
ACT2	HSFA2	3702.Q96292	3702.O80982	0	0	0	0	0.077	0	0	0.473	0.492
ACT2	CBL4	3702.Q96292	3702.O81223	0	0	0	0	0	0.179	0.091	0.339	0.463
ACT2	DREB2A	3702.Q96292	3702.O82132	0	0	0	0	0	0.131	0.142	0.504	0.598
ACT2	CAM1	3702.Q96292	3702.P0DH95	0	0	0	0	0.044	0.190	0.092	0.445	0.558
ACT2	CAM2	3702.Q96292	3702.P0DH97	0	0	0	0	0.044	0.190	0.092	0.423	0.540
ACT2	HSP90-1	3702.Q96292	3702.P27323	0	0	0	0	0	0.073	0.240	0.279	0.448
ACT2	CML10	3702.Q96292	3702.P30187	0	0	0	0	0	0.190	0.092	0.423	0.539
ACT2	COR47	3702.Q96292	3702.P31168	0	0	0	0	0.057	0	0	0.545	0.552
ACT2	CLPB1	3702.Q96292	3702.P42730	0	0	0	0	0	0	0	0.401	0.401
ACT2	ERD10	3702.Q96292	3702.P42759	0	0	0	0	0	0	0	0.403	0.403
ACT2	AP2	3702.Q96292	3702.P47927	0	0	0	0	0	0	0.190	0.609	0.670
ACT2	P5CSA	3702.Q96292	3702.P54887	0	0	0	0	0	0	0	0.540	0.540
